duration,end,explosive,continuous,stratovolcano,caldera,dome,shield,submarine,complex,lava_cone,pyroclastic_cone,compound,maar,explosion_crater,fissure_vent,subduction,rift,intraplate,continental,ctcrust1,elevation,volume,eruptionssince1960,avgrepose,mafic,intermediate,felsic,summit_crater,h_bw,ellip,meanslope
0.0017361111111111112,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,3763.0,20.1,14.0,1044.285714,1.0,1.0,0.0,0,0.128,1.4,19.7
0.0017361111111111112,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,3763.0,20.1,14.0,1044.285714,1.0,1.0,0.0,0,0.128,1.4,19.7
0.0009490740740740741,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70.17,5960.0,7.2,7.0,11641.71429,0.0,1.0,0.0,0,0.085,1.81,13.9
0.0020833333333333333,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.59,1916.0,73.0,21.0,1589.857143,0.0,1.0,1.0,0,0.074,1.51,12.3
0.0006944444444444445,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
0.017361111111111112,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35.01,3340.0,180.0,8.0,6840.75,1.0,1.0,0.0,0,0.081,1.42,14.5
0.034722222222222224,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35.01,3340.0,180.0,8.0,6840.75,1.0,1.0,0.0,0,0.081,1.42,14.5
0.006944444444444445,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35.01,3340.0,180.0,8.0,6840.75,1.0,1.0,0.0,0,0.081,1.42,14.5
0.010416666666666668,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35.01,3340.0,180.0,8.0,6840.75,1.0,1.0,0.0,0,0.081,1.42,14.5
0.006944444444444445,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35.01,3340.0,180.0,8.0,6840.75,1.0,1.0,0.0,0,0.081,1.42,14.5
0.08333333333333333,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6.94,2829.0,392.0,2.0,11525.5,1.0,1.0,1.0,0,0.113,1.18,14.3
0.0625,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,36.0,1974.0,38.0,3.0,8541.333333,0.0,1.0,0.0,0,0.114,1.31,16.7
0.25,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,36.0,1974.0,38.0,3.0,8541.333333,0.0,1.0,0.0,0,0.114,1.31,16.7
0.0034722222222222225,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.82,1535.0,19.8,13.0,2238.230769,0.0,1.0,0.0,0,0.133,1.59,17.4
0.015972222222222224,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35.01,3340.0,180.0,8.0,6840.75,1.0,1.0,0.0,0,0.081,1.42,14.5
0.0024305555555555556,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.82,1535.0,19.8,13.0,2238.230769,0.0,1.0,0.0,0,0.133,1.59,17.4
0.08333333333333333,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,36.0,1974.0,38.0,3.0,8541.333333,0.0,1.0,0.0,0,0.114,1.31,16.7
0.015972222222222224,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35.01,3340.0,180.0,8.0,6840.75,1.0,1.0,0.0,0,0.081,1.42,14.5
0.006944444444444445,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.82,1535.0,19.8,13.0,2238.230769,0.0,1.0,0.0,0,0.133,1.59,17.4
0.0006944444444444445,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.82,1535.0,19.8,13.0,2238.230769,0.0,1.0,0.0,0,0.133,1.59,17.4
0.001388888888888889,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.82,1535.0,19.8,13.0,2238.230769,0.0,1.0,0.0,0,0.133,1.59,17.4
0.0012847222222222223,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.82,1535.0,19.8,13.0,2238.230769,0.0,1.0,0.0,0,0.133,1.59,17.4
0.0076388888888888895,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.82,1535.0,19.8,13.0,2238.230769,0.0,1.0,0.0,0,0.133,1.59,17.4
0.011111111111111112,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.22,1270.0,3.4,1.0,40491.0,1.0,1.0,0.0,0,0.203,1.33,19.0
0.009722222222222222,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.22,1036.0,6.5,26.0,842.0384615,1.0,1.0,0.0,0,0.082,1.32,12.5
0.008333333333333333,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31.0,2435.0,138.0,21.0,1429.619048,0.0,1.0,0.0,0,0.1,1.25,12.9
0.0006944444444444445,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35.01,3340.0,180.0,8.0,6840.75,1.0,1.0,0.0,0,0.081,1.42,14.5
0.0076388888888888895,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.59,1916.0,73.0,21.0,1589.857143,0.0,1.0,1.0,0,0.074,1.51,12.3
0.01875,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31.0,2435.0,138.0,21.0,1429.619048,0.0,1.0,0.0,0,0.1,1.25,12.9
1.25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,3763.0,20.1,14.0,1044.285714,1.0,1.0,0.0,0,0.128,1.4,19.7
5.7870370370370366e-05,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
5.7870370370370366e-05,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
5.7870370370370366e-05,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
0.0020833333333333333,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35.01,3340.0,180.0,8.0,6840.75,1.0,1.0,0.0,0,0.081,1.42,14.5
