duration,end,vei,repose,stratovolcano,caldera,dome,shield,submarine,complex,lava_cone,pyroclastic_cone,compound,maar,explosion_crater,fissure_vent,subduction,rift,intraplate,continental,ctcrust1,elevation,volume,eruptionssince1960,avgrepose,mafic,intermediate,felsic,summit_crater,h_bw,ellip,meanslope
98.0,1,1,3252,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.77,2130.0,26.0,19.0,1217.315789,1.0,1.0,0.0,1,0.166,1.27,16.4
1.0,1,2,6489,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,3432.0,240.0,3.0,6439.333333,1.0,1.0,0.0,0,0.064,1.8,14.8
250.0,1,2,110,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.25,5592.0,9.8,17.0,867.1764706,0.0,1.0,0.0,0,0.149,1.38,19.1
96.0,1,1,649,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39.17,2847.0,18.4,22.0,658.3636364,1.0,1.0,1.0,0,0.152,1.23,15.1
7.0,1,2,143,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.25,5592.0,9.8,17.0,867.1764706,0.0,1.0,0.0,0,0.149,1.38,19.1
53.0,1,2,511,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3058.0,31.0,23.0,847.6086957,1.0,1.0,1.0,1,0.071,1.34,8.1
633.0,1,1,4267,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3470.0,30.1,5.0,5754.4,0.0,0.0,0.0,1,0.122,1.63,14.0
106.0,1,2,622,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,42.92,3125.0,14.1,15.0,1148.666667,1.0,1.0,0.0,0,0.157,1.3,16.4
215.0,1,2,181,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
73.0,1,2,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.25,5592.0,9.8,17.0,867.1764706,0.0,1.0,0.0,0,0.149,1.38,19.1
4.0,1,1,1034,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.67,4784.0,224.0,9.0,4741.222222,0.0,1.0,0.0,0,0.083,1.45,22.3
199.0,1,4,252,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.25,5592.0,9.8,17.0,867.1764706,0.0,1.0,0.0,0,0.149,1.38,19.1
145.0,1,2,182,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,47.89,4276.0,117.0,12.0,1421.916667,0.0,1.0,0.0,0,0.095,1.36,19.5
336.0,1,0,214,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
97.0,1,1,360,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39.17,2847.0,18.4,22.0,658.3636364,1.0,1.0,1.0,0,0.152,1.23,15.1
11.0,1,1,637,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,42.92,3125.0,14.1,15.0,1148.666667,1.0,1.0,0.0,0,0.157,1.3,16.4
346.0,1,2,11343,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,47.08,2953.0,14.1,13.0,2007.769231,1.0,1.0,1.0,0,0.11,1.47,15.1
30.0,1,1,153,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
216.0,1,2,331,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.25,5592.0,9.8,17.0,867.1764706,0.0,1.0,0.0,0,0.149,1.38,19.1
508.0,1,3,766,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3058.0,31.0,23.0,847.6086957,1.0,1.0,1.0,1,0.071,1.34,8.1
19.0,1,2,2111,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39.17,2847.0,18.4,22.0,658.3636364,1.0,1.0,1.0,0,0.152,1.23,15.1
81.0,1,5,7264,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.0,1905.0,195.0,3.0,14659.33333,1.0,1.0,0.0,0,0.052,1.76,18.4
1.0,1,2,5205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15.91,2361.0,420.0,8.0,2304.125,1.0,1.0,0.0,1,0.083,2.29,11.0
499.0,1,2,1497,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.59,1916.0,73.0,21.0,1589.857143,0.0,1.0,1.0,0,0.074,1.51,12.3
6.0,1,2,945,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.65,1476.0,145.0,17.0,1290.470588,1.0,0.0,0.0,1,0.063,1.26,8.1
195.0,1,1,263,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
22.0,1,2,10616,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,54.33,3977.0,115.0,7.0,3051.571429,0.0,1.0,0.0,0,0.097,1.82,19.3
1.0,1,1,232,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.25,5592.0,9.8,17.0,867.1764706,0.0,1.0,0.0,0,0.149,1.38,19.1
25.0,1,1,1765,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.67,4784.0,224.0,9.0,4741.222222,0.0,1.0,0.0,0,0.083,1.45,22.3
274.0,1,1,1917,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,42.92,3125.0,14.1,15.0,1148.666667,1.0,1.0,0.0,0,0.157,1.3,16.4
922.0,1,2,243,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,47.89,4276.0,117.0,12.0,1421.916667,0.0,1.0,0.0,0,0.095,1.36,19.5
1.0,1,1,2390,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30.5,4095.0,920.0,4.0,3749.75,1.0,1.0,0.0,0,0.098,1.37,11.2
114.0,1,3,476,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3058.0,31.0,23.0,847.6086957,1.0,1.0,1.0,1,0.071,1.34,8.1
80.0,1,2,2059,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,47.89,4276.0,117.0,12.0,1421.916667,0.0,1.0,0.0,0,0.095,1.36,19.5
396.0,1,3,20444,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,42.92,2832.0,9.4,1.0,20444.0,1.0,1.0,0.0,0,0.172,1.36,18.5
3.0,1,2,1629,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.65,1476.0,145.0,17.0,1290.470588,1.0,0.0,0.0,1,0.063,1.26,8.1
6.0,1,1,497,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3058.0,31.0,23.0,847.6086957,1.0,1.0,1.0,1,0.071,1.34,8.1
873.0,1,3,426,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.25,5592.0,9.8,17.0,867.1764706,0.0,1.0,0.0,0,0.149,1.38,19.1
1097.0,1,2,2222,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
1.0,1,1,91,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.59,1916.0,73.0,21.0,1589.857143,0.0,1.0,1.0,0,0.074,1.51,12.3
1.0,1,1,259,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.59,1916.0,73.0,21.0,1589.857143,0.0,1.0,1.0,0,0.074,1.51,12.3
3.0,1,3,425,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.25,5592.0,9.8,17.0,867.1764706,0.0,1.0,0.0,0,0.149,1.38,19.1
36.0,1,2,854,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3058.0,31.0,23.0,847.6086957,1.0,1.0,1.0,1,0.071,1.34,8.1
93.0,1,1,3182,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.77,2130.0,26.0,19.0,1217.315789,1.0,1.0,0.0,1,0.166,1.27,16.4
213.0,1,1,518,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.59,1916.0,73.0,21.0,1589.857143,0.0,1.0,1.0,0,0.074,1.51,12.3
2132.0,1,3,176,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49.12,5279.0,116.0,4.0,8347.75,0.0,1.0,0.0,0,0.092,1.59,18.4
32.0,1,1,912,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.67,4784.0,224.0,9.0,4741.222222,0.0,1.0,0.0,0,0.083,1.45,22.3
733.0,1,2,11173,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.91,2745.0,193.0,7.0,2728.142857,1.0,1.0,1.0,0,0.141,1.31,16.0
88.0,1,1,25118,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,49.12,5279.0,116.0,4.0,8347.75,0.0,1.0,0.0,0,0.092,1.59,18.4
213.0,1,0,5693,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.25,5592.0,9.8,17.0,867.1764706,0.0,1.0,0.0,0,0.149,1.38,19.1
465.0,1,2,300,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39.17,2847.0,18.4,22.0,658.3636364,1.0,1.0,1.0,0,0.152,1.23,15.1
221.0,1,2,1605,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,42.92,3125.0,14.1,15.0,1148.666667,1.0,1.0,0.0,0,0.157,1.3,16.4
17.0,1,2,404,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.59,1916.0,73.0,21.0,1589.857143,0.0,1.0,1.0,0,0.074,1.51,12.3
21.0,1,2,770,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3058.0,31.0,23.0,847.6086957,1.0,1.0,1.0,1,0.071,1.34,8.1
3.0,1,1,1115,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39.17,2847.0,18.4,22.0,658.3636364,1.0,1.0,1.0,0,0.152,1.23,15.1
16.0,1,1,4558,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.59,1916.0,73.0,21.0,1589.857143,0.0,1.0,1.0,0,0.074,1.51,12.3
28.0,1,2,8612,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,30.5,4095.0,920.0,4.0,3749.75,1.0,1.0,0.0,0,0.098,1.37,11.2
10.0,1,1,7105,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13.63,1710.0,193.0,3.0,8188.333333,1.0,0.0,0.0,1,0.072,1.65,9.7
119.0,1,1,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3470.0,30.1,5.0,5754.4,0.0,0.0,0.0,1,0.122,1.63,14.0
21.0,1,3,670,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3058.0,31.0,23.0,847.6086957,1.0,1.0,1.0,1,0.071,1.34,8.1
443.0,1,1,36698,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,57.67,4784.0,224.0,9.0,4741.222222,0.0,1.0,0.0,0,0.083,1.45,22.3
62.0,1,1,80,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
1.0,1,1,105,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
1.0,1,1,83565,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,47.08,3164.0,78.0,1.0,83565.0,1.0,1.0,0.0,0,0.118,1.28,20.1
1.0,1,1,240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
97.0,1,2,1237,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39.17,2847.0,18.4,22.0,658.3636364,1.0,1.0,1.0,0,0.152,1.23,15.1
26.0,1,3,959,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3058.0,31.0,23.0,847.6086957,1.0,1.0,1.0,1,0.071,1.34,8.1
63.0,1,3,6025,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.65,1124.0,152.0,4.0,5542.75,1.0,0.0,0.0,1,0.038,1.17,6.0
45.0,1,2,2773,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,42.92,3125.0,14.1,15.0,1148.666667,1.0,1.0,0.0,0,0.157,1.3,16.4
131.0,1,1,266,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
35.0,1,2,7122,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.65,1640.0,161.0,3.0,5921.666667,1.0,0.0,0.0,1,0.075,1.33,9.1
86.0,1,1,99,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
19.0,1,2,499,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.65,1476.0,145.0,17.0,1290.470588,1.0,0.0,0.0,1,0.063,1.26,8.1
180.0,1,2,155,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
62.0,1,1,181,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
6.0,1,1,1643,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15.91,2361.0,420.0,8.0,2304.125,1.0,1.0,0.0,1,0.083,2.29,11.0
5.0,1,1,1193,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.65,1476.0,145.0,17.0,1290.470588,1.0,0.0,0.0,1,0.063,1.26,8.1
10.0,1,2,7200,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,44.62,4650.0,105.0,1.0,7200.0,0.0,1.0,0.0,0,0.078,1.33,13.6
5.0,1,1,1801,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39.17,2847.0,18.4,22.0,658.3636364,1.0,1.0,1.0,0,0.152,1.23,15.1
1.0,1,1,20267,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3470.0,30.1,5.0,5754.4,0.0,0.0,0.0,1,0.122,1.63,14.0
175.0,1,1,2059,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3058.0,31.0,23.0,847.6086957,1.0,1.0,1.0,1,0.071,1.34,8.1
90.0,1,1,2433,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.77,2130.0,26.0,19.0,1217.315789,1.0,1.0,0.0,1,0.166,1.27,16.4
149.0,1,2,491,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
134.0,1,2,537,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,44.0,3562.0,79.0,8.0,2117.75,1.0,1.0,0.0,0,0.115,1.3,18.7
159.0,1,2,368,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
3288.0,1,1,8701,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,47.89,4276.0,117.0,12.0,1421.916667,0.0,1.0,0.0,0,0.095,1.36,19.5
8.0,1,2,553,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.65,1476.0,145.0,17.0,1290.470588,1.0,0.0,0.0,1,0.063,1.26,8.1
243.0,1,3,426,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,44.0,3562.0,79.0,8.0,2117.75,1.0,1.0,0.0,0,0.115,1.3,18.7
4735.0,1,2,9497,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,47.32,3180.0,6.7,3.0,6758.666667,0.0,1.0,1.0,0,0.155,1.69,18.6
28.0,1,1,2615,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15.91,2361.0,420.0,8.0,2304.125,1.0,1.0,0.0,1,0.083,2.29,11.0
1.0,1,2,4171,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,36.0,1974.0,38.0,3.0,8541.333333,0.0,1.0,0.0,0,0.114,1.31,16.7
63.0,1,2,4413,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,44.0,3562.0,79.0,8.0,2117.75,1.0,1.0,0.0,0,0.115,1.3,18.7
578.0,1,2,573,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
103.0,1,2,2708,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,42.92,3125.0,14.1,15.0,1148.666667,1.0,1.0,0.0,0,0.157,1.3,16.4
116.0,1,2,2747,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39.17,2847.0,18.4,22.0,658.3636364,1.0,1.0,1.0,0,0.152,1.23,15.1
38.0,1,3,29398,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,37.0,1905.0,195.0,3.0,14659.33333,1.0,1.0,0.0,0,0.052,1.76,18.4
43.0,1,3,1415,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3058.0,31.0,23.0,847.6086957,1.0,1.0,1.0,1,0.071,1.34,8.1
2.0,1,1,302,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.59,1916.0,73.0,21.0,1589.857143,0.0,1.0,1.0,0,0.074,1.51,12.3
7.0,1,1,1180,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.77,2130.0,26.0,19.0,1217.315789,1.0,1.0,0.0,1,0.166,1.27,16.4
27.0,1,2,127,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.59,1916.0,73.0,21.0,1589.857143,0.0,1.0,1.0,0,0.074,1.51,12.3
32.0,1,2,305,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
25.0,1,2,493,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.59,1916.0,73.0,21.0,1589.857143,0.0,1.0,1.0,0,0.074,1.51,12.3
15481.0,1,3,16716,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,1670.0,3.1,1.0,16716.0,1.0,1.0,0.0,0,0.209,1.61,20.1
24.0,1,4,19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.65,1476.0,145.0,17.0,1290.470588,1.0,0.0,0.0,1,0.063,1.26,8.1
3.0,1,2,2439,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.65,1476.0,145.0,17.0,1290.470588,1.0,0.0,0.0,1,0.063,1.26,8.1
19515.0,1,0,2724,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,15.9,613.0,6.1,2.0,5021.5,1.0,1.0,0.0,0,0.031,1.96,3.8
17.0,1,2,3075,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,34.1,3058.0,31.0,23.0,847.6086957,1.0,1.0,1.0,1,0.071,1.34,8.1
406.0,1,3,16226,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,35.59,1916.0,73.0,21.0,1589.857143,0.0,1.0,1.0,0,0.074,1.51,12.3
20.0,1,0,3253,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20.5,1950.0,0.42,1.0,3253.0,0.0,1.0,0.0,0,0.235,1.78,26.5
1.0,1,2,3328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15.91,2361.0,420.0,8.0,2304.125,1.0,1.0,0.0,1,0.083,2.29,11.0
82.0,1,2,542,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
25.0,1,2,3655,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.77,2130.0,26.0,19.0,1217.315789,1.0,1.0,0.0,1,0.166,1.27,16.4
51.0,1,2,163,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39.17,2847.0,18.4,22.0,658.3636364,1.0,1.0,1.0,0,0.152,1.23,15.1
41.0,1,2,689,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.31,2697.0,95.0,30.0,513.2333333,1.0,1.0,0.0,0,0.064,2.15,11.4
34.0,1,2,2111,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.65,1124.0,152.0,4.0,5542.75,1.0,0.0,0.0,1,0.038,1.17,6.0
704.0,1,3,8428,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,3432.0,240.0,3.0,6439.333333,1.0,1.0,0.0,0,0.064,1.8,14.8
13.0,1,0,5511,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13.63,1710.0,193.0,3.0,8188.333333,1.0,0.0,0.0,1,0.072,1.65,9.7
209.0,1,3,603,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39.17,2847.0,18.4,22.0,658.3636364,1.0,1.0,1.0,0,0.152,1.23,15.1
180.0,1,2,812,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,15.65,1476.0,145.0,17.0,1290.470588,1.0,0.0,0.0,1,0.063,1.26,8.1
54.0,1,3,5860,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,36.0,1974.0,38.0,3.0,8541.333333,0.0,1.0,0.0,0,0.114,1.31,16.7
68.0,1,3,9576,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,35.0,2236.0,11.2,3.0,9382.333333,1.0,1.0,1.0,1,0.105,1.43,15.1
127.0,0,1,193,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,2910.0,17.6,11.0,848.6363636,0.0,1.0,0.0,0,0.195,1.27,20.9
83.0,1,3,664,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
2.0,1,0,245,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.0,2632.0,508.0,47.0,378.2340426,1.0,1.0,0.0,0,0.069,1.53,13.2
161.0,0,2,3240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.31,1431.0,13.7,2.0,12586.5,1.0,1.0,0.0,0,0.175,1.38,19.7
1.0,1,1,108,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.79,657.0,5.3,12.0,2248.833333,0.0,1.0,0.0,0,0.106,1.74,15.8
272.0,0,3,426,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33.0,2460.0,6.9,4.0,110037.0,0.0,1.0,0.0,0,0.19,1.35,18.1
143.0,1,1,705,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.22,1036.0,6.5,26.0,842.0384615,1.0,1.0,0.0,0,0.082,1.32,12.5
80.0,1,1,1782,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.75,3260.0,98.0,26.0,791.3076923,1.0,1.0,0.0,1,0.122,1.23,17.9
11.0,1,2,463,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21.45,1785.0,2.5,23.0,840.9565217,1.0,1.0,0.0,0,0.155,1.31,18.5
57.0,1,0,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.0,2632.0,508.0,47.0,378.2340426,1.0,1.0,0.0,0,0.069,1.53,13.2
124.0,1,3,342,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.79,657.0,5.3,12.0,2248.833333,0.0,1.0,0.0,0,0.106,1.74,15.8
1.0,1,2,1182,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23.4,294.0,0.34,20.0,768.75,0.0,1.0,0.0,0,0.124,1.53,16.0
19.0,1,2,1513,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,30.72,2568.0,16.5,13.0,1647.615385,0.0,1.0,0.0,0,0.132,1.34,18.2
54.0,1,1,2120,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,2084.0,7.9,9.0,2520.666667,1.0,1.0,0.0,1,0.084,1.5,11.4
102.0,1,4,257,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.55,2334.0,43.0,34.0,575.2352941,1.0,1.0,0.0,0,0.164,1.28,15.0
81.0,1,2,844,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,65.0,5672.0,22.6,5.0,4123.0,0.0,1.0,1.0,1,0.16,1.51,18.2
139.0,1,0,93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.0,2632.0,508.0,47.0,378.2340426,1.0,1.0,0.0,0,0.069,1.53,13.2
63.0,1,1,795,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23.0,3850.0,5.0,11.0,881.0909091,0.0,1.0,0.0,0,0.218,1.37,23.4
1.0,1,1,316,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
21.0,1,0,109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.0,2632.0,508.0,47.0,378.2340426,1.0,1.0,0.0,0,0.069,1.53,13.2
124.0,1,4,160,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33.0,2460.0,6.9,4.0,110037.0,0.0,1.0,0.0,0,0.19,1.35,18.1
881.0,0,2,296,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.36,1797.0,30.3,29.0,415.4137931,1.0,1.0,0.0,0,0.196,1.24,21.4
106.0,1,3,1220,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.79,657.0,5.3,12.0,2248.833333,0.0,1.0,0.0,0,0.106,1.74,15.8
3.0,1,1,791,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.84,1715.0,34.3,15.0,1917.066667,0.0,1.0,0.0,0,0.156,1.33,14.9
76.0,1,3,968,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21.45,1785.0,2.5,23.0,840.9565217,1.0,1.0,0.0,0,0.155,1.31,18.5
953.0,0,1,497,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20.7,354.0,1.07,9.0,7194.888889,1.0,1.0,0.0,1,0.102,1.28,19.9
22.0,1,2,105,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.55,2334.0,43.0,34.0,575.2352941,1.0,1.0,0.0,0,0.164,1.28,15.0
56.0,1,1,771,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.22,1036.0,6.5,26.0,842.0384615,1.0,1.0,0.0,0,0.082,1.32,12.5
1.0,1,1,217,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.55,2334.0,43.0,34.0,575.2352941,1.0,1.0,0.0,0,0.164,1.28,15.0
773.0,1,3,1482,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,2910.0,17.6,11.0,848.6363636,0.0,1.0,0.0,0,0.195,1.27,20.9
