duration,end,vei,repose,stratovolcano,caldera,dome,shield,submarine,complex,lava_cone,pyroclastic_cone,compound,maar,explosion_crater,fissure_vent,subduction,rift,intraplate,continental,ctcrust1,elevation,volume,eruptionssince1960,avgrepose,mafic,intermediate,felsic,summit_crater,h_bw,ellip,meanslope
6.0,1,2,327,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0,2885.0,72.0,22.0,737.6818182,1.0,1.0,0.0,0,0.126,1.22,16.3
1.0,1,1,162,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
911.0,1,1,251,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.99,3800.0,46.3,24.0,952.0833333,0.0,1.0,0.0,0,0.18,1.2,18.5
213.0,1,0,218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.0,2632.0,508.0,47.0,378.2340426,1.0,1.0,0.0,0,0.069,1.53,13.2
119.0,1,3,135,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,30.0,1700.0,104.0,8.0,2635.375,1.0,1.0,0.0,0,0.068,1.59,11.5
1.0,1,1,689,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.36,1797.0,30.3,29.0,415.4137931,1.0,1.0,0.0,0,0.196,1.24,21.4
1.0,1,1,12452,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.72,2165.0,43.0,4.0,5340.25,0.0,1.0,0.0,0,0.055,1.38,12.9
638.0,1,2,1182,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.0,2462.0,25.8,18.0,1369.166667,1.0,1.0,0.0,0,0.216,1.23,18.6
1.0,1,2,539,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31.0,2435.0,138.0,21.0,1429.619048,0.0,1.0,0.0,0,0.1,1.25,12.9
570.0,1,3,19657,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.74,2997.0,40.3,2.0,31766.5,0.0,1.0,0.0,1,0.192,1.27,22.1
1.0,1,1,3234,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33.0,3142.0,80.0,7.0,4000.428571,0.0,1.0,0.0,1,0.135,1.3,15.9
7.0,1,2,2226,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,30.0,1700.0,104.0,8.0,2635.375,1.0,1.0,0.0,0,0.068,1.59,11.5
86.0,1,3,121,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
1.0,1,1,265,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.99,3800.0,46.3,24.0,952.0833333,0.0,1.0,0.0,0,0.18,1.2,18.5
1062.0,1,2,618,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,31.29,1912.0,66.0,6.0,3074.166667,1.0,1.0,0.0,0,0.142,1.22,18.5
46.0,1,0,137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.0,2632.0,508.0,47.0,378.2340426,1.0,1.0,0.0,0,0.069,1.53,13.2
146.0,1,1,205,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.55,2334.0,43.0,34.0,575.2352941,1.0,1.0,0.0,0,0.164,1.28,15.0
1.0,1,1,95,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.82,1535.0,19.8,13.0,2238.230769,0.0,1.0,0.0,0,0.133,1.59,17.4
1.0,1,1,568,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0,2885.0,72.0,22.0,737.6818182,1.0,1.0,0.0,0,0.126,1.22,16.3
61.0,1,1,302,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
28.0,1,0,135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.0,2632.0,508.0,47.0,378.2340426,1.0,1.0,0.0,0,0.069,1.53,13.2
122.0,1,2,243,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20.7,354.0,1.07,9.0,7194.888889,1.0,1.0,0.0,1,0.102,1.28,19.9
7.0,1,1,159,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.99,3800.0,46.3,24.0,952.0833333,0.0,1.0,0.0,0,0.18,1.2,18.5
1643.0,0,3,486,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70.17,5960.0,7.2,7.0,11641.71429,0.0,1.0,0.0,0,0.085,1.81,13.9
39.0,1,1,1025,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.55,2334.0,43.0,34.0,575.2352941,1.0,1.0,0.0,0,0.164,1.28,15.0
1.0,1,1,139,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23.4,294.0,0.34,20.0,768.75,0.0,1.0,0.0,0,0.124,1.53,16.0
171.0,1,2,199,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,65.0,5672.0,22.6,5.0,4123.0,0.0,1.0,1.0,1,0.16,1.51,18.2
8.0,1,0,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.0,2632.0,508.0,47.0,378.2340426,1.0,1.0,0.0,0,0.069,1.53,13.2
2.0,1,1,330,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.84,1715.0,34.3,15.0,1917.066667,0.0,1.0,0.0,0,0.156,1.33,14.9
58.0,1,2,221,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.9,3726.0,263.0,7.0,3168.857143,1.0,1.0,0.0,1,0.096,1.26,16.8
266.0,1,2,109,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.82,1535.0,19.8,13.0,2238.230769,0.0,1.0,0.0,0,0.133,1.59,17.4
2.0,1,0,208,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.0,2632.0,508.0,47.0,378.2340426,1.0,1.0,0.0,0,0.069,1.53,13.2
1.0,1,1,929,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23.4,294.0,0.34,20.0,768.75,0.0,1.0,0.0,0,0.124,1.53,16.0
1.0,1,2,315,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
71.0,1,2,1033,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.99,3800.0,46.3,24.0,952.0833333,0.0,1.0,0.0,0,0.18,1.2,18.5
1.0,1,2,220,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.82,1535.0,19.8,13.0,2238.230769,0.0,1.0,0.0,0,0.133,1.59,17.4
37.0,1,3,301,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21.45,1785.0,2.5,23.0,840.9565217,1.0,1.0,0.0,0,0.155,1.31,18.5
129.0,1,2,40491,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.22,1270.0,3.4,1.0,40491.0,1.0,1.0,0.0,0,0.203,1.33,19.0
208.0,1,2,3409,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,31.0,2435.0,138.0,21.0,1429.619048,0.0,1.0,0.0,0,0.1,1.25,12.9
1.0,1,1,626,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0,2885.0,72.0,22.0,737.6818182,1.0,1.0,0.0,0,0.126,1.22,16.3
61.0,1,2,1981,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.9,3726.0,263.0,7.0,3168.857143,1.0,1.0,0.0,1,0.096,1.26,16.8
2024.0,0,2,1051,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,25.47,1330.0,16.3,16.0,418.125,1.0,1.0,0.0,0,0.148,1.33,17.3
232.0,1,2,118,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.22,1036.0,6.5,26.0,842.0384615,1.0,1.0,0.0,0,0.082,1.32,12.5
30.0,1,1,95,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21.45,1580.0,0.61,21.0,717.6666667,1.0,1.0,0.0,0,0.213,1.35,23.4
55.0,1,2,203,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.84,1715.0,34.3,15.0,1917.066667,0.0,1.0,0.0,0,0.156,1.33,14.9
2.0,1,1,1151,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23.44,862.0,17.0,8.0,3077.0,1.0,1.0,0.0,0,0.121,1.72,15.7
3.0,1,1,308674,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,27.33,1438.0,132.0,1.0,308688.0,1.0,1.0,0.0,1,0.05,1.32,12.3
12.0,1,1,4350,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,70.17,5960.0,7.2,7.0,11641.71429,0.0,1.0,0.0,0,0.085,1.81,13.9
1.0,1,1,2236,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,30.72,2568.0,16.5,13.0,1647.615385,0.0,1.0,0.0,0,0.132,1.34,18.2
2161.0,0,1,110,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32.0,2569.0,6.0,11.0,2896.909091,1.0,1.0,1.0,0,0.152,1.53,18.9
22.0,1,3,299,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.79,657.0,5.3,12.0,2248.833333,0.0,1.0,0.0,0,0.106,1.74,15.8
8.0,1,1,618,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21.45,1580.0,0.61,21.0,717.6666667,1.0,1.0,0.0,0,0.213,1.35,23.4
22.0,1,2,589,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.22,1036.0,6.5,26.0,842.0384615,1.0,1.0,0.0,0,0.082,1.32,12.5
78.0,1,2,1449,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.82,1535.0,19.8,13.0,2238.230769,0.0,1.0,0.0,0,0.133,1.59,17.4
100.0,1,2,155,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
270.0,1,0,228,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.0,2632.0,508.0,47.0,378.2340426,1.0,1.0,0.0,0,0.069,1.53,13.2
61.0,1,3,839,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21.45,1785.0,2.5,23.0,840.9565217,1.0,1.0,0.0,0,0.155,1.31,18.5
8.0,1,2,822,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.84,1715.0,34.3,15.0,1917.066667,0.0,1.0,0.0,0,0.156,1.33,14.9
281.0,1,3,480,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.75,3260.0,98.0,26.0,791.3076923,1.0,1.0,0.0,1,0.122,1.23,17.9
18.0,1,3,2744,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,37.92,3067.0,21.3,4.0,4190.0,1.0,1.0,1.0,0,0.131,1.54,20.8
177.0,1,1,137,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32.0,2569.0,6.0,11.0,2896.909091,1.0,1.0,1.0,0,0.152,1.53,18.9
69.0,1,0,462,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.0,2462.0,25.8,18.0,1369.166667,1.0,1.0,0.0,0,0.216,1.23,18.6
1.0,1,1,12362,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.79,657.0,5.3,12.0,2248.833333,0.0,1.0,0.0,0,0.106,1.74,15.8
74.0,1,2,100,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
2502.0,0,2,196,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.5,1807.0,30.0,15.0,418.7333333,1.0,1.0,0.0,0,0.17,1.17,15.1
1.0,1,0,1289,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.0,2632.0,508.0,47.0,378.2340426,1.0,1.0,0.0,0,0.069,1.53,13.2
647.0,1,2,119,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.36,1797.0,30.3,29.0,415.4137931,1.0,1.0,0.0,0,0.196,1.24,21.4
525.0,1,3,5446,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,31.29,1912.0,66.0,6.0,3074.166667,1.0,1.0,0.0,0,0.142,1.22,18.5
2593.0,0,3,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.6,3657.0,21.0,5.0,378.2,1.0,1.0,0.0,0,0.194,1.46,23.7
2.0,1,1,393,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.5,1839.0,156.0,6.0,7121.833333,1.0,1.0,0.0,1,0.08,1.41,9.5
43.0,1,3,111,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,2910.0,17.6,11.0,848.6363636,0.0,1.0,0.0,0,0.195,1.27,20.9
194.0,1,2,1720,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,3428.0,61.0,9.0,2206.222222,1.0,1.0,0.0,0,0.155,1.46,17.5
3.0,1,4,2129,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,1731.0,32.0,6.0,3766.166667,1.0,1.0,0.0,0,0.074,1.43,12.9
1.0,1,1,157,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.36,1797.0,30.3,29.0,415.4137931,1.0,1.0,0.0,0,0.196,1.24,21.4
67.0,1,1,242,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
24.0,1,1,495,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0,2885.0,72.0,22.0,737.6818182,1.0,1.0,0.0,0,0.126,1.22,16.3
1.0,1,2,491,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,2910.0,17.6,11.0,848.6363636,0.0,1.0,0.0,0,0.195,1.27,20.9
949.0,1,2,238,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20.7,354.0,1.07,9.0,7194.888889,1.0,1.0,0.0,1,0.102,1.28,19.9
1.0,1,1,213,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,2084.0,7.9,9.0,2520.666667,1.0,1.0,0.0,1,0.084,1.5,11.4
1.0,1,1,834,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.22,1036.0,6.5,26.0,842.0384615,1.0,1.0,0.0,0,0.082,1.32,12.5
1811.0,1,4,1093,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33.0,2460.0,6.9,4.0,110037.0,0.0,1.0,0.0,0,0.19,1.35,18.1
2803.0,0,2,129,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.14,3320.0,273.0,42.0,308.8333333,1.0,1.0,0.0,0,0.1,1.13,11.0
910.0,1,2,1520,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,65.0,5672.0,22.6,5.0,4123.0,0.0,1.0,1.0,1,0.16,1.51,18.2
1.0,1,0,5087,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,21.31,1018.0,1.6,5.0,4409.4,1.0,1.0,0.0,0,0.127,1.86,20.3
167.0,1,1,209,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.55,2334.0,43.0,34.0,575.2352941,1.0,1.0,0.0,0,0.164,1.28,15.0
33.0,1,1,174,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.75,3260.0,98.0,26.0,791.3076923,1.0,1.0,0.0,1,0.122,1.23,17.9
1.0,1,1,161,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
179.0,1,1,319,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.6,3657.0,21.0,5.0,378.2,1.0,1.0,0.0,0,0.194,1.46,23.7
1.0,1,2,535,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.99,3800.0,46.3,24.0,952.0833333,0.0,1.0,0.0,0,0.18,1.2,18.5
1.0,1,2,1222,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.0,2462.0,25.8,18.0,1369.166667,1.0,1.0,0.0,0,0.216,1.23,18.6
402.0,1,2,861,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,32.0,2569.0,6.0,11.0,2896.909091,1.0,1.0,1.0,0,0.152,1.53,18.9
14.0,1,2,10753,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,2084.0,7.9,9.0,2520.666667,1.0,1.0,0.0,1,0.084,1.5,11.4
1.0,1,1,605,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20.7,354.0,1.07,9.0,7194.888889,1.0,1.0,0.0,1,0.102,1.28,19.9
29.0,1,3,363,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.5,1839.0,156.0,6.0,7121.833333,1.0,1.0,0.0,1,0.08,1.41,9.5
1522.0,1,2,565,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23.0,3850.0,5.0,11.0,881.0909091,0.0,1.0,0.0,0,0.218,1.37,23.4
3.0,1,2,102,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
5.0,1,1,1019,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,25.47,1330.0,16.3,16.0,418.125,1.0,1.0,0.0,0,0.148,1.33,17.3
1.0,1,2,106,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.67,1978.0,44.0,10.0,1880.1,0.0,1.0,0.0,0,0.075,1.24,11.7
36.0,1,1,159,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.55,2334.0,43.0,34.0,575.2352941,1.0,1.0,0.0,0,0.164,1.28,15.0
83.0,1,3,1582,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.75,3260.0,98.0,26.0,791.3076923,1.0,1.0,0.0,1,0.122,1.23,17.9
389.0,1,2,10109,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28.9,875.0,10.6,7.0,4210.571429,1.0,1.0,0.0,0,0.119,1.23,17.8
1.0,1,1,131,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0,2885.0,72.0,22.0,737.6818182,1.0,1.0,0.0,0,0.126,1.22,16.3
3.0,1,1,267,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.84,1715.0,34.3,15.0,1917.066667,0.0,1.0,0.0,0,0.156,1.33,14.9
360.0,1,2,137,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21.45,1580.0,0.61,21.0,717.6666667,1.0,1.0,0.0,0,0.213,1.35,23.4
8.0,1,2,321,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
25.0,1,3,377,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21.45,1785.0,2.5,23.0,840.9565217,1.0,1.0,0.0,0,0.155,1.31,18.5
431.0,1,2,4187,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,23.4,294.0,0.34,20.0,768.75,0.0,1.0,0.0,0,0.124,1.53,16.0
2.0,1,2,12817,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,40.67,1978.0,44.0,10.0,1880.1,0.0,1.0,0.0,0,0.075,1.24,11.7
480.0,1,2,275,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.36,1797.0,30.3,29.0,415.4137931,1.0,1.0,0.0,0,0.196,1.24,21.4
5.0,1,2,15286,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,23.44,862.0,17.0,8.0,3077.0,1.0,1.0,0.0,0,0.121,1.72,15.7
25.0,1,1,346,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.55,2334.0,43.0,34.0,575.2352941,1.0,1.0,0.0,0,0.164,1.28,15.0
79.0,1,1,141,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0,2885.0,72.0,22.0,737.6818182,1.0,1.0,0.0,0,0.126,1.22,16.3
1.0,1,3,11864,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.5,1839.0,156.0,6.0,7121.833333,1.0,1.0,0.0,1,0.08,1.41,9.5
13.0,1,1,21933,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.31,1431.0,13.7,2.0,12586.5,1.0,1.0,0.0,0,0.175,1.38,19.7
1.0,1,1,909,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.99,3800.0,46.3,24.0,952.0833333,0.0,1.0,0.0,0,0.18,1.2,18.5
19.0,1,2,2986,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30.84,1715.0,34.3,15.0,1917.066667,0.0,1.0,0.0,0,0.156,1.33,14.9
64.0,1,1,220,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
71.0,1,2,2554,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,33.0,2885.0,72.0,22.0,737.6818182,1.0,1.0,0.0,0,0.126,1.22,16.3
44.0,1,3,973,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21.45,1785.0,2.5,23.0,840.9565217,1.0,1.0,0.0,0,0.155,1.31,18.5
311.0,1,2,124,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21.45,1580.0,0.61,21.0,717.6666667,1.0,1.0,0.0,0,0.213,1.35,23.4
435.0,1,2,165,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.6,3657.0,21.0,5.0,378.2,1.0,1.0,0.0,0,0.194,1.46,23.7
156.0,1,2,85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.36,1797.0,30.3,29.0,415.4137931,1.0,1.0,0.0,0,0.196,1.24,21.4
100.0,1,2,975,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29.22,1036.0,6.5,26.0,842.0384615,1.0,1.0,0.0,0,0.082,1.32,12.5
1.0,1,1,2720,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21.45,1580.0,0.61,21.0,717.6666667,1.0,1.0,0.0,0,0.213,1.35,23.4
232.0,1,2,193,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,30.0,1700.0,104.0,8.0,2635.375,1.0,1.0,0.0,0,0.068,1.59,11.5
189.0,1,2,1129,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.82,1535.0,19.8,13.0,2238.230769,0.0,1.0,0.0,0,0.133,1.59,17.4
629.0,1,4,1174,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,2910.0,17.6,11.0,848.6363636,0.0,1.0,0.0,0,0.195,1.27,20.9
58.0,1,1,275,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.0,2632.0,508.0,47.0,378.2340426,1.0,1.0,0.0,0,0.069,1.53,13.2
279.0,1,2,151,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20.7,354.0,1.07,9.0,7194.888889,1.0,1.0,0.0,1,0.102,1.28,19.9
23.0,1,2,438455,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33.0,2460.0,6.9,4.0,110037.0,0.0,1.0,0.0,0,0.19,1.35,18.1
977.0,1,1,139,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.14,3320.0,273.0,42.0,308.8333333,1.0,1.0,0.0,0,0.1,1.13,11.0
1224.0,1,2,241,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,26.5,1807.0,30.0,15.0,418.7333333,1.0,1.0,0.0,0,0.17,1.17,15.1
133.0,1,3,135,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.36,1797.0,30.3,29.0,415.4137931,1.0,1.0,0.0,0,0.196,1.24,21.4
219.0,1,2,165,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
367.0,1,2,1121,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.55,2334.0,43.0,34.0,575.2352941,1.0,1.0,0.0,0,0.164,1.28,15.0
102.0,1,1,375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.25,775.0,12.0,12.0,2052.25,1.0,1.0,0.0,0,0.097,1.22,12.1
1.0,1,2,278,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.14,3320.0,273.0,42.0,308.8333333,1.0,1.0,0.0,0,0.1,1.13,11.0
103.0,1,1,585,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,30.0,1700.0,104.0,8.0,2635.375,1.0,1.0,0.0,0,0.068,1.59,11.5
329.0,1,2,296,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,27.6,3657.0,21.0,5.0,378.2,1.0,1.0,0.0,0,0.194,1.46,23.7
457.0,1,1,499,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,36.33,1700.0,9.1,17.0,1091.0,1.0,1.0,0.0,0,0.217,1.51,20.0
69.0,1,1,274,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18.0,2632.0,508.0,47.0,378.2340426,1.0,1.0,0.0,0,0.069,1.53,13.2
154.0,1,2,437,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,25.47,1330.0,16.3,16.0,418.125,1.0,1.0,0.0,0,0.148,1.33,17.3
109.0,1,2,401,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.0,2462.0,25.8,18.0,1369.166667,1.0,1.0,0.0,0,0.216,1.23,18.6
112.0,1,2,289,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
387.0,1,2,1670,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30.9,3726.0,263.0,7.0,3168.857143,1.0,1.0,0.0,1,0.096,1.26,16.8
63.0,1,1,3505,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.0,3428.0,61.0,9.0,2206.222222,1.0,1.0,0.0,0,0.155,1.46,17.5
1.0,1,1,328,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.25,775.0,12.0,12.0,2052.25,1.0,1.0,0.0,0,0.097,1.22,12.1
80.0,1,1,373,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,32.99,3800.0,46.3,24.0,952.0833333,0.0,1.0,0.0,0,0.18,1.2,18.5
102.0,1,2,160,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,30.72,2568.0,16.5,13.0,1647.615385,0.0,1.0,0.0,0,0.132,1.34,18.2
1.0,1,1,829,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,33.0,3142.0,80.0,7.0,4000.428571,0.0,1.0,0.0,1,0.135,1.3,15.9
481.0,1,2,410,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21.36,1797.0,30.3,29.0,415.4137931,1.0,1.0,0.0,0,0.196,1.24,21.4
1.0,1,1,108,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.41,1745.0,6.0,29.0,4143.310345,1.0,1.0,0.0,0,0.184,1.37,18.4
